-124.2662871,39.85697688,1096.17484829,0.482895049951
-124.01096515,39.74095,507.141199841,0.721031288928
-123.91448182,39.67711061,316.221723097,1.16780718066
-123.886,39.61476818,268.578539104,1.33763313196
-124.07421405,39.41353105,741.792317327,0.466136814928
-123.78724603,39.15292302,1e+15,2.3175306e+19
-123.80126742,38.71424167,929.081164926,0.495278344261
-123.7181957,38.55303306,1035.15948962,0.510403658367
-123.25318557,38.44254045,125.276584915,1.85680785092
-123.43825317,38.43661905,359.952702471,0.937812275406
-123.23199597,38.41333011,123.176770723,1.84923463512
-123.53643735,38.27041086,981.967924409,0.524752918531
-123.38770159,37.9343623,944.25891473,0.509172058719
-123.01572778,37.87543571,208.076756004,1.00199715964
-123.34501439,37.87031223,980.570362425,0.509025375971
-122.98724246,37.86091587,201.052309016,1.01061770046
-123.26595985,37.84176061,798.805241205,0.484267502135
-122.7696,37.60534833,147.687967669,1.17192490413
-122.98736615,37.54393961,545.904263048,0.443912167653
-122.79724372,37.52071117,219.491898778,0.834197791054
-122.7435825,37.46695,188.466481282,0.932235866438
-122.60465475,37.4622935,84.1305934236,1.83420091722
-122.64650041,37.43370819,115.642560533,1.45739876835
-123.01498006,37.41180295,723.678581893,0.431057346436
-123.0816197,37.39066364,940.970079555,0.455937241067
-123.10229912,37.39491109,1003.70754886,0.468478270882
-123.05622598,37.36909869,893.247536603,0.445857244603
-122.82785667,37.3596825,358.858208663,0.576245123744
-122.65093545,37.35840698,141.4596597,1.41379237192
-122.65404223,37.33374363,158.444311936,1.36417550936
-122.81859537,37.33275401,361.689032551,0.608435104273
-122.92272459,37.30951516,602.481332238,0.419100152619
-123.1693048,37.30527196,1405.33574633,0.572539827128
-122.65296967,37.30326567,179.929277109,1.32429028317
-123.17447994,37.30649447,1424.94138914,0.577981717105
-122.50321114,37.28205812,97.1716048135,1.82175769297
-122.94174451,37.2800878,694.827640042,0.423495952033
-123.14699417,37.26089083,1427.68697095,0.578045098957
-122.81434808,37.26040165,440.131584293,0.606438274708
-122.80881095,37.25306259,442.376003923,0.615914192207
-122.55976921,37.24357743,162.709642018,1.50007714163
-122.85242363,37.21315756,606.059706832,0.485643523935
-122.90342144,37.2092764,739.687027679,0.431990793489
-122.6308848,37.19726588,295.525704813,1.04222610839
-122.68547278,37.17597833,413.455058937,0.771118066692
-122.90045368,37.17679814,816.150154326,0.428098297764
-122.79742167,37.17089667,609.79204254,0.51508613183
-122.90522305,37.17509839,836.049208472,0.431972953714
-122.60001619,37.16788763,319.365534161,0.996413486505
-122.7603172,37.16393405,563.374292075,0.571827325853
-122.44563518,37.16095709,181.401918182,1.45096647882
-122.8743407,37.16071956,816.793410077,0.448314421905
-122.61765183,37.16071504,353.138034102,0.892641328015
-122.8561829,37.15452498,798.235809281,0.461408106606
-122.85636981,37.13828753,856.525273599,0.458560527546
-122.6583975,37.1236225,519.314118876,0.627079519951
-122.90389708,37.11643689,1078.13827239,0.495178527209
-122.91399459,37.11217322,1126.05494388,0.50767413675
-122.69476958,37.10247917,655.51031082,0.516852813818
-122.81935803,37.0885236,984.948787822,0.481419318775
-122.38537165,37.07867668,280.058341784,1.13204768056
-122.65272274,37.06967772,696.725219123,0.475183372989
-122.50744781,37.06303778,491.195023319,0.684342304812
-122.38995033,37.04413367,382.733080607,0.876471877104
