-124.542161,45.321282,405.12,0.858
-124.82459084,48.43685076,327.2983,1.5471
-124.91454333,48.43075333,256.5308,1.5507
-125.18938583,48.42302373,165.5653,1.0443
-124.92217686,48.42194232,245.1645,1.7829
-124.80697358,48.39675793,204.1453,0.8053
-124.88032772,48.39756331,330.7647,1.2911
-124.82805925,48.3709899,170.1752,2.0576
-125.09619917,48.36393,150.0536,1.5233
-124.999505,48.34786333,296.2941,1.5646
-125.04834064,48.35642817,189.6711,1.3855
-125.02457333,48.34364417,236.1783,1.4184
-125.27729124,48.33434221,175.1475,1.115
-125.05566792,48.30080292,190.9195,1.6563
-124.88156732,48.30364314,122.849,0.4987
-125.21823445,48.30327416,193.044,1.0651
-124.90953869,48.29534301,166.2795,1.666
-125.09037348,48.28924924,203.1145,1.1248
-125.00252292,48.29192625,282.2144,1.6032
-125.14653583,48.29152625,118.6088,1.4109
-125.065375,48.28123708,199.5665,1.5989
-125.00217424,48.28099848,257.9579,1.6991
-125.46488625,48.23053417,134.0871,1.9153
-125.20653793,48.23492016,223.0734,1.5546
-124.91292583,48.2278075,98.2188,2.8078
-124.91881972,48.23011337,103.3107,2.4635
-125.30296833,48.22129417,151.9402,1.8237
-125.31255795,48.21208609,138.2593,1.9482
-124.98034662,48.20508803,237.4449,1.6931
-125.02337375,48.21030917,276.358,1.5783
-125.1560225,48.20188083,123.2626,1.9238
-125.78866029,48.20645735,529.944,0.6851
-125.31452729,48.1983951,112.2076,2.5593
-125.26198417,48.18037333,190.8024,1.618
-125.54298269,48.18728263,151.8717,2.5541
-124.95965924,48.17637126,153.6773,1.9751
-124.8824399,48.1709137,62.1697,2.9859
-125.315368,48.17096313,198.3873,1.6518
-125.23293407,48.1619978,261.519,1.5621
-125.48346875,48.15985873,147.6982,1.7729
-125.66109531,48.1564103,187.4234,2.2523
-125.23282381,48.13745873,275.85,1.5541
-125.23436759,48.13773948,275.804,1.4584
-125.14305773,48.13211746,251.9661,1.4882
-125.65211214,48.13063599,197.4855,1.703
-125.32774625,48.12914542,134.5938,2.4999
-125.73554308,48.12584561,282.9798,1.238
-125.70261174,48.11898727,246.9952,1.5126
-125.07487417,48.1135025,304.7672,1.5418
-125.50438882,48.09820021,141.0537,2.2174
-125.17454363,48.0919317,144.6154,0.5404
-125.15664333,48.06925667,139.635,0.7797
-124.98474417,48.06919667,113.6863,2.2768
-125.27715967,48.06076245,173.2826,0.9904
-125.06247833,48.06123167,137.2826,1.8302
-125.33146292,48.05594375,415.611,1.0551
-125.69803625,48.05485,857.3804,0.272
-124.99035667,48.05268833,113.0834,1.8844
-125.14131298,48.05826792,143.648,2.0608
-125.14305833,48.0373425,144.5901,1.1413
-125.76501833,48.03242708,928.2634,0.2842
-124.99703583,48.02948201,113.0007,2.4299
-125.0202889,48.03586067,119.5034,1.9368
-125.6239675,48.0008375,230.4336,1.5584
-125.05857665,48.00134097,125.258,2.1819
-125.22162371,47.99788082,165.0455,1.3128
-125.6242614,47.99081244,285.5179,1.4473
-124.92950952,47.99611429,90.1759,2.0273
-125.21123434,47.99069556,163.2511,1.8434
-124.92877681,47.96594727,95.2485,1.0269
-124.86445042,47.95902753,76.2796,1.7152
-125.73853725,47.96565441,813.3146,0.2494
-125.52456503,47.95581219,196.8998,1.6624
-125.47759946,47.94369489,273.4529,1.1198
-125.69500549,47.92559017,624.3746,0.3053
-125.2645664,47.91575628,310.341,1.5919
-125.67288042,47.90937292,581.479,0.4857
